,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,TRPL_DBL,DBL_DBL,Fantasy_PTS
2,Dorian Finney-Smith,23,4.0,5.0,0.8,1.0,2.0,0.5,1.0,2.0,0.5,3.0,3.0,0.0,0.0,0.0,1.0,10.0,20.0,False,False,18.75
2,Dorian Finney-Smith,28,2.0,12.0,0.167,1.0,6.0,0.167,0.0,0.0,0.0,8.0,2.0,2.0,0.0,1.0,4.0,5.0,-21.0,False,False,22.0
3,Dorian Finney-Smith,28,3.0,5.0,0.6,2.0,4.0,0.5,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,8.0,-6.0,False,False,19.0
3,Dorian Finney-Smith,33,6.0,13.0,0.462,5.0,11.0,0.455,0.0,0.0,0.0,6.0,2.0,2.0,0.0,1.0,4.0,17.0,-6.0,False,False,33.5
1,Dorian Finney-Smith,29,4.0,6.0,0.667,2.0,3.0,0.667,1.0,1.0,1.0,7.0,3.0,2.0,0.0,2.0,2.0,11.0,16.0,False,False,28.25
2,Dorian Finney-Smith,36,6.0,11.0,0.545,3.0,8.0,0.375,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,15.0,2.0,False,False,31.25
2,Dorian Finney-Smith,33,2.0,6.0,0.333,1.0,3.0,0.333,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,4.0,5.0,-22.0,False,False,13.25
0,Dorian Finney-Smith,45,7.0,13.0,0.538,4.0,9.0,0.444,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,3.0,18.0,8.0,False,True,41.5
3,Dorian Finney-Smith,24,2.0,6.0,0.333,1.0,3.0,0.333,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,7.0,-1.0,False,False,13.5
0,Dorian Finney-Smith,42,4.0,11.0,0.364,1.0,6.0,0.167,1.0,2.0,0.5,9.0,2.0,0.0,0.0,1.0,2.0,10.0,-12.0,False,False,24.25
0,Dorian Finney-Smith,35,5.0,13.0,0.385,1.0,6.0,0.167,2.0,4.0,0.5,6.0,0.0,2.0,1.0,1.0,3.0,13.0,4.0,False,False,26.5
0,Dorian Finney-Smith,34,6.0,14.0,0.429,2.0,8.0,0.25,0.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,14.0,23.0,False,False,28.75
0,Dorian Finney-Smith,38,9.0,13.0,0.692,4.0,7.0,0.571,1.0,2.0,0.5,6.0,2.0,0.0,0.0,2.0,3.0,23.0,18.0,False,False,34.5
1,Dorian Finney-Smith,38,8.0,13.0,0.615,8.0,12.0,0.667,0.0,0.0,0.0,8.0,1.0,1.0,0.0,0.0,2.0,24.0,11.0,False,False,41.5
0,Dorian Finney-Smith,37,4.0,9.0,0.444,2.0,5.0,0.4,2.0,2.0,1.0,3.0,6.0,1.0,1.0,0.0,1.0,12.0,23.0,False,False,29.75
2,Dorian Finney-Smith,29,4.0,7.0,0.571,4.0,7.0,0.571,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,12.0,9.0,False,False,21.0
2,Dorian Finney-Smith,35,5.0,9.0,0.556,4.0,7.0,0.571,0.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,4.0,14.0,-6.0,False,False,25.25
1,Dorian Finney-Smith,36,5.0,9.0,0.556,2.0,4.0,0.5,2.0,2.0,1.0,9.0,2.0,0.0,1.0,1.0,1.0,14.0,9.0,False,False,30.75
2,Dorian Finney-Smith,34,6.0,11.0,0.545,4.0,7.0,0.571,1.0,2.0,0.5,10.0,2.0,2.0,0.0,2.0,2.0,17.0,1.0,False,True,39.0
1,Dorian Finney-Smith,35,3.0,8.0,0.375,2.0,5.0,0.4,1.0,2.0,0.5,7.0,4.0,2.0,2.0,1.0,2.0,9.0,12.0,False,False,32.25
1,Dorian Finney-Smith,44,4.0,7.0,0.571,2.0,5.0,0.4,4.0,4.0,1.0,5.0,1.0,1.0,2.0,0.0,2.0,14.0,-13.0,False,False,28.75
0,Dorian Finney-Smith,42,3.0,7.0,0.429,2.0,5.0,0.4,1.0,2.0,0.5,4.0,3.0,0.0,0.0,1.0,1.0,9.0,-12.0,False,False,19.0
3,Dorian Finney-Smith,39,1.0,4.0,0.25,0.0,2.0,0.0,1.0,2.0,0.5,2.0,2.0,0.0,0.0,2.0,3.0,3.0,14.0,False,False,7.5
0,Dorian Finney-Smith,37,5.0,10.0,0.5,4.0,9.0,0.444,1.0,2.0,0.5,6.0,2.0,3.0,0.0,1.0,2.0,15.0,4.0,False,False,33.0
1,Dorian Finney-Smith,32,5.0,11.0,0.455,3.0,8.0,0.375,1.0,2.0,0.5,8.0,1.0,2.0,0.0,2.0,3.0,14.0,-6.0,False,False,30.0
3,Dorian Finney-Smith,32,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,8.0,14.0,False,False,17.25
1,Dorian Finney-Smith,38,3.0,11.0,0.273,2.0,9.0,0.222,4.0,4.0,1.0,3.0,3.0,0.0,2.0,0.0,4.0,12.0,-6.0,False,False,25.25
3,Dorian Finney-Smith,24,6.0,10.0,0.6,2.0,6.0,0.333,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,14.0,1.0,False,False,23.25
1,Dorian Finney-Smith,40,5.0,10.0,0.5,2.0,6.0,0.333,3.0,4.0,0.75,6.0,0.0,1.0,0.0,1.0,3.0,15.0,-5.0,False,False,25.0
3,Dorian Finney-Smith,32,2.0,6.0,0.333,1.0,5.0,0.2,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,4.0,5.0,-10.0,False,False,15.5
1,Dorian Finney-Smith,28,3.0,10.0,0.3,2.0,6.0,0.333,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8.0,-22.0,False,False,13.75
3,Dorian Finney-Smith,34,2.0,8.0,0.25,0.0,4.0,0.0,3.0,4.0,0.75,3.0,0.0,1.0,0.0,1.0,3.0,7.0,-29.0,False,False,12.25
1,Dorian Finney-Smith,42,1.0,7.0,0.143,1.0,5.0,0.2,0.0,0.0,0.0,7.0,4.0,0.0,0.0,1.0,2.0,3.0,-13.0,False,False,17.75
0,Dorian Finney-Smith,46,6.0,12.0,0.5,2.0,7.0,0.286,0.0,0.0,0.0,8.0,2.0,4.0,0.0,1.0,4.0,14.0,12.0,False,False,35.5
2,Dorian Finney-Smith,33,4.0,8.0,0.5,3.0,6.0,0.5,1.0,3.0,0.333,3.0,1.0,1.0,0.0,1.0,2.0,12.0,-10.0,False,False,20.25
2,Dorian Finney-Smith,30,3.0,6.0,0.5,2.0,4.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,8.0,6.0,False,False,14.25
1,Dorian Finney-Smith,39,5.0,12.0,0.417,3.0,8.0,0.375,0.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,2.0,13.0,14.0,False,False,22.0
2,Dorian Finney-Smith,28,4.0,7.0,0.571,2.0,5.0,0.4,1.0,1.0,1.0,4.0,2.0,1.0,0.0,1.0,1.0,11.0,16.0,False,False,21.5
2,Dorian Finney-Smith,26,3.0,8.0,0.375,0.0,3.0,0.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,8.0,-13.0,False,False,15.5
3,Dorian Finney-Smith,28,1.0,5.0,0.2,1.0,5.0,0.2,2.0,2.0,1.0,3.0,0.0,3.0,1.0,1.0,0.0,5.0,-15.0,False,False,16.75
0,Dorian Finney-Smith,37,5.0,12.0,0.417,4.0,6.0,0.667,0.0,0.0,0.0,6.0,4.0,3.0,1.0,1.0,5.0,14.0,-1.0,False,False,37.0
3,Dorian Finney-Smith,20,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,-28.0,False,False,6.75
0,Dorian Finney-Smith,41,3.0,12.0,0.25,3.0,10.0,0.3,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,11.0,4.0,False,False,24.0
1,Dorian Finney-Smith,38,7.0,11.0,0.636,4.0,7.0,0.571,1.0,2.0,0.5,4.0,3.0,2.0,1.0,2.0,1.0,19.0,3.0,False,False,35.5
1,Dorian Finney-Smith,42,3.0,6.0,0.5,3.0,6.0,0.5,1.0,4.0,0.25,8.0,2.0,0.0,1.0,2.0,2.0,10.0,0.0,False,False,25.5
2,Dorian Finney-Smith,35,7.0,9.0,0.778,4.0,5.0,0.8,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,18.0,8.0,False,False,26.75
1,Dorian Finney-Smith,27,6.0,7.0,0.857,4.0,5.0,0.8,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,16.0,14.0,False,False,25.25
3,Dorian Finney-Smith,23,5.0,7.0,0.714,5.0,7.0,0.714,0.0,0.0,0.0,7.0,1.0,2.0,1.0,0.0,1.0,15.0,36.0,False,False,33.75
4,Doug McDermott,27,5.0,11.0,0.455,0.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,False,False,16.25
4,Doug McDermott,23,4.0,10.0,0.4,4.0,8.0,0.5,3.0,3.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,15.0,13.0,False,False,19.0
3,Doug McDermott,19,1.0,5.0,0.2,0.0,2.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,-9.0,False,False,5.0
4,Doug McDermott,18,4.0,10.0,0.4,2.0,5.0,0.4,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,10.0,-9.0,False,False,12.25
4,Doug McDermott,17,2.0,8.0,0.25,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,-14.0,False,False,5.25
3,Doug McDermott,25,3.0,11.0,0.273,1.0,5.0,0.2,3.0,3.0,1.0,3.0,2.0,0.0,0.0,1.0,1.0,10.0,7.0,False,False,16.75
4,Doug McDermott,26,5.0,11.0,0.455,4.0,7.0,0.571,0.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,2.0,14.0,5.0,False,False,26.75
4,Doug McDermott,19,2.0,7.0,0.286,2.0,5.0,0.4,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2.0,1.0,6.0,4.0,False,False,15.0
2,Doug McDermott,24,5.0,7.0,0.714,4.0,5.0,0.8,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,14.0,-15.0,False,False,22.5
3,Doug McDermott,29,6.0,11.0,0.545,1.0,4.0,0.25,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,2.0,13.0,12.0,False,False,19.5
3,Doug McDermott,28,3.0,10.0,0.3,1.0,4.0,0.25,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,7.0,0.0,False,False,15.75
3,Doug McDermott,28,3.0,9.0,0.333,2.0,5.0,0.4,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,-7.0,False,False,13.0
3,Doug McDermott,19,4.0,7.0,0.571,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,10.0,3.0,False,False,15.25
1,Doug McDermott,24,6.0,11.0,0.545,3.0,5.0,0.6,0.0,0.0,0.0,4.0,2.0,0.0,1.0,1.0,4.0,15.0,5.0,False,False,26.0
4,Doug McDermott,22,4.0,9.0,0.444,3.0,7.0,0.429,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,11.0,3.0,False,False,15.25
4,Doug McDermott,26,6.0,10.0,0.6,2.0,5.0,0.4,1.0,2.0,0.5,2.0,0.0,0.0,0.0,1.0,3.0,15.0,0.0,False,False,18.0
4,Doug McDermott,23,1.0,5.0,0.2,0.0,3.0,0.0,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,False,False,5.5
3,Doug McDermott,29,7.0,11.0,0.636,3.0,5.0,0.6,2.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1.0,19.0,-17.0,False,False,26.5
3,Doug McDermott,27,4.0,6.0,0.667,2.0,4.0,0.5,1.0,3.0,0.333,0.0,3.0,0.0,2.0,4.0,1.0,11.0,-3.0,False,False,18.5
4,Doug McDermott,24,3.0,13.0,0.231,3.0,6.0,0.5,0.0,0.0,0.0,2.0,0.0,1.0,0.0,4.0,2.0,9.0,-4.0,False,False,13.0
3,Doug McDermott,30,2.0,6.0,0.333,1.0,4.0,0.25,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,5.0,-6.0,False,False,9.75
2,Doug McDermott,24,5.0,10.0,0.5,1.0,5.0,0.2,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,1.0,11.0,-12.0,False,False,16.0
4,Doug McDermott,25,5.0,9.0,0.556,2.0,5.0,0.4,1.0,1.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,13.0,10.0,False,False,24.5
4,Doug McDermott,25,7.0,13.0,0.538,2.0,6.0,0.333,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,16.0,3.0,False,False,19.5
4,Doug McDermott,27,4.0,9.0,0.444,1.0,5.0,0.2,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,9.0,-1.0,False,False,15.75
3,Doug McDermott,25,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,6.0,2.0,-5.0,False,False,5.75
3,Doug McDermott,26,7.0,13.0,0.538,3.0,6.0,0.5,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,3.0,17.0,-8.0,False,False,24.5
4,Doug McDermott,27,6.0,12.0,0.5,3.0,7.0,0.429,2.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,17.0,12.0,False,False,21.75
3,Doug McDermott,26,6.0,12.0,0.5,4.0,6.0,0.667,1.0,2.0,0.5,3.0,2.0,0.0,0.0,0.0,1.0,17.0,8.0,False,False,25.75
4,Doug McDermott,25,5.0,8.0,0.625,3.0,5.0,0.6,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,2.0,13.0,22.0,False,False,22.75
4,Doug McDermott,27,4.0,10.0,0.4,2.0,7.0,0.286,1.0,1.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,11.0,6.0,False,False,20.0
3,Doug McDermott,28,9.0,15.0,0.6,6.0,9.0,0.667,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,1.0,24.0,-2.0,False,False,37.0
2,Doug McDermott,32,9.0,13.0,0.692,7.0,11.0,0.636,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,25.0,-8.0,False,False,36.5
4,Doug McDermott,22,4.0,7.0,0.571,2.0,3.0,0.667,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,7.0,False,False,13.0
4,Doug McDermott,22,2.0,7.0,0.286,1.0,5.0,0.2,3.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,2.0,8.0,5.0,False,False,17.0
4,Doug McDermott,22,4.0,12.0,0.333,2.0,8.0,0.25,0.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,10.0,-19.0,False,False,16.75
4,Doug McDermott,22,3.0,9.0,0.333,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,6.0,-1.0,False,False,14.25
4,Doug McDermott,14,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,-24.0,False,False,1.25
4,Doug McDermott,21,7.0,12.0,0.583,6.0,9.0,0.667,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,20.0,7.0,False,False,25.0
4,Doug McDermott,27,2.0,10.0,0.2,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,-22.0,False,False,9.0
3,Doug McDermott,25,5.0,9.0,0.556,3.0,5.0,0.6,1.0,1.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,14.0,-9.0,False,False,20.5
4,Doug McDermott,21,7.0,13.0,0.538,2.0,6.0,0.333,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,1.0,16.0,26.0,False,False,26.5
3,Doug McDermott,19,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,False,False,7.75
4,Doug McDermott,25,3.0,9.0,0.333,1.0,4.0,0.25,0.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,1.0,7.0,-14.0,False,False,14.75
4,Doug McDermott,19,7.0,8.0,0.875,5.0,6.0,0.833,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,5.0,19.0,3.0,False,False,23.25
4,Doug McDermott,21,5.0,11.0,0.455,3.0,6.0,0.5,3.0,4.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,16.0,3.0,False,False,21.25
3,Doug McDermott,25,5.0,11.0,0.455,3.0,7.0,0.429,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,13.0,-16.0,False,False,18.5
4,Doug McDermott,3,1.0,2.0,0.5,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,False,False,4.5
4,Doug McDermott,23,2.0,7.0,0.286,1.0,6.0,0.167,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,-10.0,False,False,6.5
3,Doug McDermott,22,3.0,5.0,0.6,2.0,4.0,0.5,5.0,6.0,0.833,5.0,1.0,0.0,0.0,1.0,2.0,13.0,7.0,False,False,21.25
2,Doug McDermott,19,5.0,10.0,0.5,3.0,5.0,0.6,0.0,2.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,13.0,23.0,False,False,22.75
3,Draymond Green,36,5.0,10.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,2.0,1.0,3.0,4.0,10.0,19.0,False,False,28.25
2,Draymond Green,26,2.0,3.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,5.0,8.0,0.0,1.0,4.0,4.0,5.0,19.0,False,False,23.25
1,Draymond Green,32,4.0,7.0,0.571,0.0,2.0,0.0,1.0,2.0,0.5,8.0,9.0,1.0,1.0,4.0,1.0,9.0,-14.0,False,False,34.5
3,Draymond Green,25,2.0,6.0,0.333,0.0,1.0,0.0,3.0,3.0,1.0,5.0,6.0,3.0,0.0,3.0,4.0,7.0,-20.0,False,False,26.75
4,Draymond Green,28,2.0,6.0,0.333,1.0,2.0,0.5,1.0,2.0,0.5,6.0,5.0,0.0,0.0,4.0,6.0,6.0,-19.0,False,False,19.5
3,Draymond Green,28,4.0,6.0,0.667,1.0,1.0,1.0,0.0,0.0,0.0,9.0,7.0,1.0,0.0,2.0,3.0,9.0,10.0,False,False,32.25
3,Draymond Green,28,2.0,4.0,0.5,0.0,1.0,0.0,3.0,4.0,0.75,4.0,2.0,3.0,0.0,2.0,5.0,7.0,-5.0,False,False,20.0
2,Draymond Green,33,3.0,5.0,0.6,0.0,0.0,0.0,4.0,5.0,0.8,9.0,7.0,0.0,1.0,3.0,4.0,10.0,20.0,False,False,32.25
1,Draymond Green,33,7.0,11.0,0.636,1.0,2.0,0.5,1.0,2.0,0.5,11.0,10.0,2.0,2.0,5.0,3.0,16.0,7.0,True,False,53.75
1,Draymond Green,32,3.0,4.0,0.75,1.0,1.0,1.0,1.0,2.0,0.5,9.0,8.0,3.0,1.0,4.0,5.0,8.0,0.0,False,False,37.75
4,Draymond Green,17,2.0,3.0,0.667,0.0,0.0,0.0,2.0,3.0,0.667,4.0,3.0,3.0,1.0,5.0,1.0,6.0,2.0,False,False,21.0
3,Draymond Green,22,2.0,4.0,0.5,0.0,2.0,0.0,1.0,2.0,0.5,7.0,5.0,0.0,1.0,5.0,3.0,5.0,-32.0,False,False,20.75
1,Draymond Green,33,4.0,5.0,0.8,0.0,0.0,0.0,2.0,9.0,0.222,6.0,7.0,1.0,0.0,1.0,3.0,10.0,-7.0,False,False,29.5
1,Draymond Green,32,5.0,7.0,0.714,1.0,2.0,0.5,0.0,0.0,0.0,6.0,6.0,0.0,2.0,3.0,3.0,11.0,-8.0,False,False,30.5
1,Draymond Green,34,6.0,12.0,0.5,1.0,2.0,0.5,1.0,2.0,0.5,6.0,6.0,0.0,0.0,1.0,1.0,14.0,10.0,False,False,30.5
2,Draymond Green,31,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,14.0,8.0,0.0,1.0,1.0,1.0,4.0,24.0,False,False,35.0
3,Draymond Green,28,4.0,6.0,0.667,0.0,1.0,0.0,2.0,3.0,0.667,9.0,3.0,2.0,1.0,1.0,4.0,10.0,25.0,False,False,31.25
3,Draymond Green,38,6.0,14.0,0.429,0.0,3.0,0.0,2.0,2.0,1.0,15.0,8.0,1.0,0.0,4.0,4.0,14.0,19.0,False,True,46.25
2,Draymond Green,23,2.0,5.0,0.4,2.0,2.0,1.0,0.0,0.0,0.0,7.0,5.0,1.0,2.0,3.0,6.0,6.0,11.0,False,False,27.75
3,Draymond Green,32,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,1.0,2.0,5.0,2.0,6.0,False,False,24.25
3,Draymond Green,28,3.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,7.0,3.0,3.0,1.0,3.0,3.0,7.0,18.0,False,False,26.75
3,Draymond Green,32,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,10.0,7.0,0.0,1.0,4.0,5.0,6.0,-10.0,False,False,29.0
4,Draymond Green,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False,False,0.0
3,Draymond Green,31,6.0,7.0,0.857,1.0,1.0,1.0,4.0,4.0,1.0,6.0,9.0,0.0,1.0,3.0,5.0,17.0,11.0,False,False,39.0
3,Draymond Green,30,3.0,7.0,0.429,0.0,0.0,0.0,2.0,4.0,0.5,4.0,7.0,2.0,0.0,4.0,4.0,8.0,-3.0,False,False,25.5
3,Draymond Green,31,2.0,4.0,0.5,0.0,0.0,0.0,4.0,5.0,0.8,10.0,7.0,2.0,3.0,4.0,4.0,8.0,-10.0,False,False,39.0
3,Draymond Green,28,5.0,7.0,0.714,1.0,2.0,0.5,1.0,1.0,1.0,6.0,9.0,0.0,3.0,0.0,2.0,12.0,21.0,False,False,39.5
3,Draymond Green,32,1.0,7.0,0.143,0.0,2.0,0.0,0.0,0.0,0.0,9.0,8.0,4.0,0.0,2.0,3.0,2.0,0.0,False,False,32.25
3,Draymond Green,24,3.0,5.0,0.6,0.0,2.0,0.0,2.0,2.0,1.0,8.0,5.0,1.0,1.0,0.0,4.0,8.0,10.0,False,False,29.5
2,Draymond Green,31,6.0,10.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,13.0,8.0,1.0,1.0,4.0,4.0,12.0,6.0,False,True,43.75
3,Draymond Green,26,5.0,9.0,0.556,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,2.0,2.0,5.0,10.0,-1.0,False,False,31.25
3,Draymond Green,25,4.0,8.0,0.5,0.0,2.0,0.0,2.0,5.0,0.4,6.0,6.0,0.0,2.0,1.0,1.0,10.0,-18.0,False,False,30.0
0,Draymond Green,36,2.0,5.0,0.4,1.0,3.0,0.333,0.0,0.0,0.0,8.0,13.0,1.0,4.0,2.0,4.0,5.0,10.0,False,False,44.0
3,Draymond Green,22,3.0,5.0,0.6,0.0,1.0,0.0,0.0,0.0,0.0,8.0,9.0,0.0,1.0,6.0,4.0,6.0,8.0,False,False,28.5
1,Draymond Green,34,3.0,7.0,0.429,2.0,4.0,0.5,0.0,0.0,0.0,8.0,10.0,3.0,3.0,4.0,1.0,8.0,8.0,False,False,44.0
3,Draymond Green,18,1.0,3.0,0.333,0.0,1.0,0.0,2.0,2.0,1.0,6.0,5.0,0.0,0.0,2.0,4.0,4.0,2.0,False,False,18.0
2,Draymond Green,31,7.0,10.0,0.7,0.0,1.0,0.0,1.0,2.0,0.5,9.0,5.0,0.0,0.0,3.0,4.0,15.0,-4.0,False,False,32.25
3,Draymond Green,32,4.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,1.0,5.0,3.0,8.0,-7.0,False,False,28.75
2,Draymond Green,36,4.0,10.0,0.4,1.0,2.0,0.5,2.0,2.0,1.0,2.0,6.0,1.0,3.0,1.0,3.0,11.0,12.0,False,False,30.5
3,Draymond Green,31,3.0,6.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,11.0,7.0,1.0,3.0,3.0,3.0,8.0,8.0,False,False,39.25
1,Draymond Green,28,5.0,6.0,0.833,1.0,2.0,0.5,0.0,0.0,0.0,6.0,8.0,1.0,0.0,3.0,3.0,11.0,17.0,False,False,31.5
2,Draymond Green,25,6.0,8.0,0.75,1.0,2.0,0.5,1.0,2.0,0.5,11.0,8.0,0.0,1.0,2.0,2.0,14.0,16.0,False,True,42.75
3,Draymond Green,34,1.0,4.0,0.25,0.0,2.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,2.0,6.0,2.0,-13.0,False,False,12.5
3,Draymond Green,28,3.0,5.0,0.6,0.0,1.0,0.0,4.0,4.0,1.0,9.0,7.0,1.0,0.0,4.0,4.0,10.0,11.0,False,False,31.75
2,Draymond Green,38,2.0,12.0,0.167,0.0,4.0,0.0,0.0,3.0,0.0,11.0,5.0,2.0,0.0,3.0,6.0,4.0,-1.0,False,False,27.75
0,Draymond Green,34,2.0,3.0,0.667,0.0,1.0,0.0,5.0,7.0,0.714,5.0,7.0,1.0,1.0,1.0,3.0,9.0,7.0,False,False,29.25
3,Draymond Green,32,1.0,5.0,0.2,0.0,1.0,0.0,3.0,6.0,0.5,10.0,8.0,1.0,1.0,3.0,2.0,5.0,6.0,False,False,32.0
3,Draymond Green,29,2.0,5.0,0.4,1.0,3.0,0.333,1.0,2.0,0.5,3.0,6.0,2.0,1.0,1.0,4.0,6.0,20.0,False,False,24.75
1,Draymond Green,35,2.0,6.0,0.333,1.0,3.0,0.333,1.0,4.0,0.25,5.0,10.0,2.0,1.0,4.0,5.0,6.0,4.0,False,False,31.75
2,Draymond Green,31,1.0,4.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,1.0,5.0,2.0,2.0,-3.0,False,False,15.25
1,Draymond Green,29,2.0,3.0,0.667,0.0,1.0,0.0,0.0,0.0,0.0,2.0,14.0,1.0,1.0,2.0,1.0,4.0,0.0,False,False,30.5
2,Draymond Green,29,2.0,8.0,0.25,0.0,1.0,0.0,0.0,0.0,0.0,7.0,9.0,2.0,0.0,3.0,3.0,4.0,13.0,False,False,28.75
2,Draymond Green,31,2.0,6.0,0.333,0.0,3.0,0.0,2.0,2.0,1.0,5.0,8.0,0.0,1.0,2.0,5.0,6.0,-7.0,False,False,25.25
1,Draymond Green,41,5.0,10.0,0.5,2.0,5.0,0.4,0.0,0.0,0.0,12.0,8.0,2.0,2.0,5.0,1.0,12.0,16.0,False,True,47.0
1,Draymond Green,33,4.0,8.0,0.5,0.0,3.0,0.0,0.0,0.0,0.0,5.0,9.0,2.0,3.0,5.0,4.0,8.0,7.0,False,False,35.25
2,Draymond Green,23,1.0,3.0,0.333,0.0,1.0,0.0,2.0,3.0,0.667,5.0,3.0,0.0,0.0,5.0,3.0,4.0,-24.0,False,False,12.25
